B2,Combined_Text,Framing,Priming,Repetition,Narrative/Story,Reciprocity,Commitment and Consistency,Social Proof,Scarcity,Authority,Liking,Argument Type,Hedging and Politeness,Pronoun Use,Active Tense,Concreteness,Linguistic Fluency,Linguistic Mirroring,Credibility Markers,Certainty Markers,Rhetorical Questions
20180719-211253_768_live,"Persuader: Hey, good to be chatting with you tonight.
Persuadee: Hi!
Persuadee: Looking forward chatting with you too.
Persuader: I'd like to talk to use about a vulnerable group.
Persuader: Do you have a moment?
Persuadee: Yes, I do
Persuader: I'd like to talk about children.
Persuader: What was life like for you growing up?
Persuader: Did you have to worry about your basic needs at all?
Persuader: Like food, place to live, safety, etc?
Persuadee: There were periods in my childhood when money was very short and we had our telephone or power cut off, but I always had a safe place to live and food to eat.
Persuader: It is really difficult having to grow up having to worry about basic needs.
Persuader: I'm glad you are able to look for what to be grateful for.
Persuadee: What was life like for you growing up?
Persuadee: Did you have any worries about food, shelter, safety, etc.?
Persuader: I guess there are more people than we know who grew up with no worries.
Persuader: I grew up worrying about my safety and whether I'd have a place to live.
Persuader: My dad was a gambling addict.
Persuadee: I don't have any experiences like that but I'm sure it must have been very difficult and scary to go through that as a child.
Persuader: Thank you.
Persuader: I really appreciate your sympathizing, and I'm glad I got to share that with someone.
Persuadee: Did you ever use the services of any organizations for children to help you through the rough times?
Persuader: No I didn't, but I now donate to them.
Persuader: What about you?
Persuadee: No, I didn't either.
Persuadee: My family would just get through somehow.
Persuadee: I have made donations in the past, but our money is bit tight since I'm a stay-at-home mom right now.
Persuadee: If I make donations now, they are in-kind donations rather than monetary donations.
Persuadee: What organizations do you donate to?
Persuadee: I tend to make donations to a emergency children's shelter.
Persuader: That's understandable.
Persuader: We all do what we can to help each other.
Persuader: I donate to Save the Children.
Persuader: Have you heard about them?
Persuadee: Yes, I have.
Persuader: That's great.
Persuader: Also, did you know that not only are they helping children worldwide, they're helping children very near to us?
Persuadee: No, I didn't know that they are helping children near to us.
Persuadee: Do you mean in the USA?
Persuader: No actually, at the border.
Persuader: Children were separated at the US-Mexico border from their parents, and Save the Children are working on getting them back to their family.
Persuadee: I didn't realize that.
Persuadee: I've been following the news about family separations very closely.
Persuadee: I'm glad organizations like Save the Children are helping.
Persuader: Would you like to help and donate to them?
Persuader: Your donation will be directly deducted from your task payment.
Persuader: ou can choose any amount from $0 to all your payment.
Persuadee: Sure, I will donate 50 cents to them.",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,No,Yes,Yes
20180719-211301_463_live,"Persuader: Have you heard of the Save The Children Foundation?
Persuadee: No, I have not.
Persuadee: Can you tell me about it?
Persuader: They ensure children's rights to health, education, safety, etc.
Persuadee: Is it just in one country, or do they work around the world?
Persuader: Yes.
Persuader: For example, the child refugees from Syria.
Persuader: In the first two months of this year, 1000 kids were killed in Syria.
Persuader: Crazy.
Persuadee: That's so sad.
Persuadee: I wish I could do something to help.
Persuader: Have you ever donated to a charity?
Persuadee: Yeah, a few local charities.
Persuadee: Like our animal shelter, a low income housing group, foster care organziations, etc
Persuader: That's very nice of you.
Persuader: If you'd like to get a better idea of what Save The Children does, and how to possibly donate, you can visit their website at  URL
Persuadee: I'll definitely check them out.
Persuadee: Any organization that helps kids is one worth supporting, either with my own time or with money.
Persuader: I feel the same way.
Persuader: How much would you be willing to donate to Save the Children?
Persuadee: I can't afford a lot right now because I have other bills, but I could probably do $5 now with more next month.
Persuader: That's great!
Persuader: And generous.
Persuader: Thank you.
Persuader: That will make a huge impact.
Persuadee: It feels like so little, but if a lot of people do just a little bit, it really adds up!
Persuader: It really does.
Persuader: It's difficult to know nowadays if your money is actually going to the children.
Persuader: Save the Children seems to be a very trustable fund.
Persuadee: Yeah I agree.
Persuadee: If I donate, even a little, I want it to actually go towards what it should, not just lining the pockets of the CEO.
Persuader: Indeed.
Persuader: What would you prefer to see your $5 go to specifically?
Persuader: Medicine, safety, etc?
Persuadee: I think I would like to see my donation go towards medical care.
Persuadee: At least my initial donation.
Persuadee: I know how hard it can be to be healthy, so I want to help kids get the treatments they need.
Persuader: That's a great sentiment.
Persuader: I appreciate the chat and your willingness to donate.
Persuadee: Yeah, you're welcome.
Persuadee: Thank you for introducing me to another great charity that is trying to do good work.
Persuadee: Not only in the USA, but around the world.
Persuader: Have a great evening!",Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,Yes,Yes,Yes
20180719-211846_176_live,"Persuader: hi, how are you?
Persuadee: I'm doing well thank you
Persuader: that good You knew that for every minute that passes, a child under the age of 5 dies as a result of the war in the Middle East
Persuadee: That is absolutely terrible.
Persuadee: Are there any good charities that are helping on this issue?
Persuader: I recently read from an organization called Save a Children, which works hard to protect these children and needs financial help to continue
Persuadee: How can someone help?
Persuadee: I would be willing to donate my time and perhaps some money.
Persuader: you can help by donating what you can, you can even help with your win in mturk, I think these children need us now
Persuadee: How exactly does the money help the cause?
Persuadee: What's it spent on?
Persuader: is super important, help children who live the harsh reality of war, fewer and fewer people help, the money goes to the education, health and safety of these children.
Persuader: how much would you be willing to donate your payment?
Persuadee: I'd be willing to donate a dollar or two
Persuader: eso estaria muy bien, entre todos podemos ayudar, la mayoria de los demas trabajadores  donaran todo su pago, estos ni??Â¸?Â£?os estaran agradecidos
Persuadee: Perfect.
Persuadee: How do I donate then?
Persuader: The research team will collect all donations and send them to Save the Children, you will be deducted from your payment for this task
Persuadee: You need to type faster.
Persuadee: Our HITs are going to expire on us.
Persuadee: I'd rather send the money on my accord, rather than have it deducted.
Persuadee: Where can I go to send it?
Persuader: come in  URL
Persuadee: Ok i'll check it out.
Persuadee: thank you.
Persuader: bye, I hope you can donate as soon as possible
Persuadee: I'll donate right away.
Persuadee: thank you.
Persuadee: Are you going to donate too?
Persuader: Of course, I'm also going to donate
Persuadee: Awesome.
Persuadee: Have a wonderful day.
Persuadee: I hope those kids get the money they need.",Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,No,No,No,Yes
20180723-025150_733_live,"Persuader: Hello
Persuader: How are you ?
Persuadee: I'm good,how are you?
Persuader: I am great.
Persuader: Thanks How much do you typically give to charity in a year?
Persuadee: I give £3 a week so around £36 a year.
Persuader: Oh that's pretty great.
Persuader: What kind do you typically give to?
Persuadee: I pay money to the Royal National Institute for the Blind.
Persuader: Oh awesome.
Persuader: Have you heard of Save the children?
Persuadee: Yes.
Persuadee: I have seen their adverts and campaigns.
Persuader: they help give children rights to proper health care, education and safety and such.
Persuadee: Yeah - all good things
Persuader: They have a lot of credibility and are typically viewed as a great organization.
Persuadee: They seem to be.
Persuader: Do you have any children on your own?
Persuadee: No.
Persuadee: I don't
Persuader: Would you be interested in giving some of your payment to this organization?
Persuadee: A small part maybe.
Persuader: ah okay...the research team will collect all donations and send it to Save the children
Persuadee: Excellent - how does it work
Persuader: Basically you just say I will give ____ amount
Persuadee: OK.
Persuadee: I will give $0.20",Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,No,Yes,Yes,No
20180723-031022_254_live,"Persuader: Hello.
Persuadee: hi
Persuader: I'd like to recommend a donation to Save the Children.
Persuadee: what exactly happened to these children's?
Persuader: Save the Children supports many important childhood related causes, like helping to provide education and nutrition support to disadvantaged children.
Persuadee: I'd like to know what specific ethnicity are we supporting
Persuader: Oh, I see.
Persuader: There is no specific targeted ethnicity, the program uses funds to assist children in many different locations.
Persuadee: I see, can you go into a little bit more details about some of the childhood related causes ?
Persuader: Sure.
Persuader: A great example would be Save the Children's commitment to helping children suffering from disease.
Persuader: During the 2014 ebola outbreak, funds were used to support hospitals in Sierra Leone to provide hospital beds and medical treatment for children suffering from the disease.
Persuadee: ah, I see, that's very heartbreaking to here.
Persuadee: I'd be glad to support the cause
Persuader: That's great!
Persuader: A very positive thing about Save the Children is that they are very good stewards of the donations they receive.
Persuader: Almost 87% of all dollars donated go directly the programs supporting the children, so they have a very low overhead.
Persuadee: I'm glad to hear that.
Persuadee: Will I be getting any sort of reward as well?
Persuader: Well, I suppose it depends on what you mean by a reward.
Persuader: At the end of this chat, we'll both have an opportunity to donate a portion of our task payment to Save the Children.
Persuader: You can choose any amount, from nothing to your full compensation.
Persuadee: I see, well, I'd love to do that then
Persuader: That's great, it will be very much appreciated.
Persuader: At the end of the task, the research team will collect the donations and send it to Save the Children.
Persuadee: awesome, thank you so much
Persuader: How much do you think you'd like to donate to the charity?
Persuadee: I'd like to donate 5 dollar
Persuader: That's wonderful, thank you so much!
Persuadee: your very welcome",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,Yes,Yes,No
20180723-034109_263_live,"Persuader: Hey
Persuadee: Hiya
Persuader: are you familiar with Save the Children?
Persuadee: I'm not - Could you tell me more about it?
Persuader: Well Save the children is an organization that ensures children rights to health education and safety.
Persuader: Children who suffer from hunger would greatly appreciate a donation
Persuadee: Great - So how does the donation process work?
Persuadee: How do I make sure my money is being used for that purpose?
Persuader: The research team will collect tall donations and send it to save the children
Persuadee: Ok - so can I donate $20?
Persuader: Yes, your donation will be directly deducted from you task payment you can choose any amount from 0 to all of your paymen
Persuadee: oh - well since it'll be deducted from my task payment - Let's do half - $1
Persuader: Half of 1 dollar?
Persuadee: Half the payment - One whole dollar
Persuader: Alright thank you for contributing to Save the Children.
Persuader: Your donation will help children who cant afford help and are living through hell on earth.
Persuadee: Great, so do we keep talking for like 4 more turns?
Persuader: Yes i believe we have a couple more turns left so I'll educate you more on where your donation is going.
Persuader: Did you know 5.6 million children die every year do to preventable and treatable causes?
Persuadee: I knew it was a large number, which is one of the things I was thinking Save the Children could help with
Persuader: Luckily for them, Save the children not only excels in health care but they also help children to a classroom education, protect them from abuse, neglect, and lastly provides emergency care.
Persuadee: Huh, that's awesome.
Persuadee: Makes me feel even better about my donation
Persuader: Do you usually donate to charities?
Persuadee: Yeah - I try to donate once a month or so
Persuader: Alright, just to be sure you want to donate 1 dollar?
Persuadee: Yeah - That would be great.
Persuadee: Thank you so much!",Yes,No,No,Yes,No,Yes,No,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,No,No,No,Yes
20180723-034654_121_live,"Persuader: Hello, how ware you today?
Persuadee: Hello, I'm alright.
Persuader: Do you consider yourself someone that wants to make a change in the world?
Persuadee: Yes somewhat.
Persuadee: With e environment and food system.
Persuadee: What do you think of children's charities?
Persuader: I think some are good but i've been donating to Save the Children (foundation).
Persuader: Have you ever heard of them?
Persuadee: I think I have.
Persuadee: I've heard of Red Cross
Persuader: It is similar in which all funds donated are used to help kids in need.
Persuadee: That's nice.
Persuadee: How much would you donate if given the chance to help a childrens charity?
Persuader: i'm not sure i already donate my time.
Persuadee: Oh ok.
Persuadee: Do you have any other questions?
Persuader: yes, have you heard about the crisis in syria?
Persuadee: Is it about the civil war in Syria?
Persuader: Children are being hit with bombs they are looking for help in war zones
Persuadee: Thats horrible.. Is this recent?
Persuadee: Is America helping?
Persuader: not as much as they should.
Persuader: Given the chance would you be willing to donate some of your task payment to organizations like save the children?
Persuadee: Sure.
Persuadee: I would.
Persuader: choosing anywhere between $0 and all of your payment, how much would you like to donate?
Persuadee: Ill donate $1
Persuader: Ok, your donation to Save the Children is greatly appreciated!
Persuader: One day at a time, people like you will help make the world a better place.
Persuadee: Yes they will
Persuader: Have a wonderful day",Yes,No,No,No,No,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,No,Abstract,Yes,No,No,No,Yes
20180723-040634_575_live,"Persuader: Hi how are you?
Persuader: I am here to talk to you about the childrens charity called Save the Children
Persuadee: Hello, I am doing good, alright lets get started!
Persuader: Do you donate to any charities?
Persuadee: I don't currently, I have donated to an animal shelter a few months ago however.
Persuader: awesome  well the charity I am hoping you will consider is Save the Children  I know I would like to donate to this charity that will help children
Persuadee: Yeah, I like the name, I am curious about it, I would like to know some morea about it.
Persuader: THey help children who are less fortunate
Persuadee: Oh, that sounds like a really good charity to donate to!
Persuader: you can donate some or all of your incoming payment for this task  I am thinking of donating some of mine
Persuadee: Yeah, I am thinking about donating half of my payment.
Persuader: How much do you like to donate to the charity now?
Persuader: Your donation will be directly deducted from your task payment.
Persuader: You can choose any amount from $0 to all your payment
Persuadee: I think I will donate $1, it only seems fair.
Persuader: perfect,  The research team will collect all donations and send it to Save the Children
Persuadee: That sounds good with me, however now I am thinking perhaps I should donate more, what do you think?
Persuader: thats a good Idea  here is the website for more information   URL
Persuadee: Oh, thanks for the website, I am sure that it has a lot of information that I could use to learn more about it.
Persuader: no problem   here is some basic information Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
Persuader: I will be glad to donate to this charity too
Persuadee: This sounds really good!
Persuadee: I really like how groups of people come together to make up these organizations, it so nice to see them helping people, in this case children.
Persuader: I couldn't agree more  and the research team will help send the moeny to save the children for us on how much we decide to donate
Persuadee: Alright, I will donate $1.25, it seems reasonable.",Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,No,Yes,No
20180723-042226_724_live,"Persuader: Hi there.
Persuader: How are you today?
Persuadee: Hello, I am fine, how about you?
Persuader: Very well thanks.
Persuader: Do you currently give any money to charity on a regular basis?
Persuadee: Yes, I try to help time to time
Persuader: Any charity in particular?
Persuadee: No, anything that catches my eyes, or I find them on gofundme, what about you?
Persuader: I have a few payments set up monthly.
Persuader: I assume then you've heard of Save the Children and the great work they do with young people?
Persuadee: Yes, I've heard of it.
Persuadee: Can you please explain more about it?
Persuader: Firstly, they provide funds and support services to help protect vulnerable children all over the world.
Persuader: Once the children have a safe environment the next priority is to improve their lives via education and other resources.
Persuader: They really make a difference to the lives of children in poverty or destitution.
Persuadee: I am interested in it.
Persuadee: I already checked their website.
Persuadee: Health and education both are important factors
Persuader: Absolutely.
Persuader: And the great thing for us is that even a very small donation goes a long way due to the number of people who can donate!
Persuader: We're asking people today to give a small part of the payment for this HIT to the charity.
Persuader: You'll get a box pop up at teh end of our chat which will give you the opportunity to donate something.
Persuader: Obviously the more the better, but I also appreciate that you aren't turking for free so you can judge it yourself.
Persuadee: Actually I like these kind of HITs.
Persuadee: I did few HITs before that asked me to donate my bonus or half of the reward.
Persuadee: I happily did.
Persuadee: I am sure there are people who need it more than me
Persuader: You're absolutely right-  sometimes we don't realise it, but what seems like a little bit of moeny to us can make a big difference to them.
Persuader: I worked in Africa earlier this year and the difference a few dollars can make to people over there is unbelievable.
Persuadee: Yes, few dollars can save a child or can help a family to survive for a month.
Persuadee: How long have you worked there?
Persuader: I'm back in the UK now - I was in South Africa (Durban for three months from January to end of March) for work.
Persuadee: That is so nice of you.
Persuadee: It is a big thing to do.
Persuadee: Thinking about starving children makes me so sad.
Persuadee: I wish I could do more
Persuader: We can all do something - donate a little bit or volunteer to try to help.
Persuader: There are lots of opportunities
Persuadee: Yes you are right, I help as much as I can.
Persuadee: at least I try.
Persuadee: save the children sounds like an amazing organization.
Persuadee: They work in 120 countries already
Persuader: They certainly do and they are well established so you cna be certain they are going to use the money in a good way.
Persuadee: Yes It looks like a trustworthy organization with no doubt.
Persuadee: I already read few of their reports on their website.
Persuadee: I wish they can help even more countries
Persuader: Me too.
Persuader: When we click done that donation box will appear - it should be pretty self-explanatory.
Persuader: I hope you enjoy the rest of your day.
Persuader: Thanks again.
Persuadee: Thank you, I will do it for sure, have a nice day",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Emotional,Yes,Yes,Yes,Concrete,Yes,Yes,Yes,Yes,Yes
20180723-042342_809_live,"Persuader: Hello how do you feel about the Save the Children charity?
Persuadee: I think it's a scam
Persuader: Oh no not at all they do tons of good  is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
Persuadee: I don't believe it.
Persuadee: There is no way to prove where all those funds go.
Persuadee: Plus there are starving children right here in america
Persuader: This is a great organization and I am sure that they would not be allowed to continue the way they do if the money was not going where it is suppose to and every penny being accounted for.
Persuader: They do so much good in the world yes there are hungry kids here but millions of Syrian children have grown up facing the daily threat of violence.
Persuader: In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.
Persuadee: That is all your opinion.
Persuadee: You have no facts to back that up.
Persuader: Yes part of the money does go to pay for things like advertising and all that but over 88% of the donations they recieve are sent where they are needed and that includes in the United States believe it or not.
Persuader: This is according to a website that breaks down info on different charities
Persuadee: Like I said those are opinions.
Persuadee: There are no facts that prove that to be true.
Persuadee: There are no laws that stop them from lying to people either.
Persuadee: I have never meet anyone who has been aided by that organization.
Persuadee: Infomercials don't impress me.
Persuader: How about the fact that they have been around for over 100 years scams do not stay around that long
Persuadee: Yes they do.
Persuadee: Have you ever heard of evangelism?
Persuadee: Again, you're only giving me an opinion.
Persuadee: I just can't see any good being done.
Persuader: What about the after school programs they have right here in the US or the head start programs that they offer in many rural areas?
Persuader: Just because it is not happening somewhere that you see everyday does not mean that it does not exsist.
Persuader: They actually fund the head start that my child will be going to till fall.
Persuader: Would you be willing to atleast donate some of what you are getting paid for this study?
Persuader: Right now save the children has a partnership that will double any donation made so any little bit would help
Persuadee: I would not be willing to donate, because I have never seen any impact made by their organization.
Persuadee: They also don't disclose their funds
Persuader: oh see I think I get it now your just selfish and dont care about kids is that about right?
Persuader: I mean because you personally have never seen it means it does not happen yeah totally.
Persuader: Stupid
Persuadee: No, I care about  kids in my community, who are in poverty.
Persuadee: I have never seen this organization help them.
Persuadee: I'd rather contribute my donation locally.
Persuadee: Rather than to a scam organization that only contributes in their infomercials.
Persuader: not to mention where are you getting your information?
Persuader: Saying that they do not disclose funds is an outright lie you can go to  URL s/about-us/resource-library/annual-report and find it all right there.
Persuader: In just one year directly reached nearly 157,000 children through our U.S. emergency response and preparedness programs.
Persuader: I mean did you go talk to the families of the kids in your neighboorhood how you know they are not helping there???
Persuader: How do you know that nothing in your neighborhood is funded by them?
Persuadee: How long are you going to take to respond?
Persuadee: You're making this take far too long!.
Persuadee: How does that equate to reporting financial information?
Persuadee: That's nothing more than whats said in their infomercials.
Persuadee: There are no laws preventing them from lying, but i guess perception is reality too you.
Persuader: Yeah there is a bunch of infomercial crap on the top but if you download the actual report then you find the actual financial data.
Persuader: If you would just agree to donate some of your earnings from this hit them it would go much quicker.
Persuadee: You're missing the entire point of what I said if you think downloading that report means something.
Persuadee: I will not donate, because i do not trust the charity, and my donations would be better used right here in my own community.
Persuader: and those local charities they give you their financial info?
Persuader: There was a shelter in vegas brought in tons of donations cuz they were great yeah right selling any items that were donated and pocketing the cash bigger organizations have more eyes on them
Persuadee: No, but I see the work being done everyday in my community..
Persuadee: Which is why i trust them.
Persuader: Did you know that most local charities depend on contributions from larger sources and there is a good chance that save the children or another like it helps out",Yes,No,No,No,Yes,No,Yes,No,No,No,Logical,No,Yes,Yes,Concrete,No,No,Yes,No,Yes
